Practice ID,Provider ID,Observation Month,Keystrokes,Mouseclicks
6,7,6,86824,8372
6,8,1,58096,4476
6,8,2,41285,2832
6,8,3,37379,2538
6,8,4,59035,4012
6,8,5,56262,3620
6,8,6,69121,5103
6,9,1,32990,3069
6,9,2,28917,2567
6,9,3,30672,2617
6,9,4,9338,900
6,9,5,19683,1790
6,9,6,24587,1922
6,10,1,33572,2187
6,10,2,33489,1812
6,10,3,30798,1716
6,10,4,47068,2418
6,10,5,31900,1824
6,10,6,31643,1657
6,11,1,85535,7272
6,11,2,66897,5415
6,11,3,59500,4892
6,11,4,72342,5744
6,11,5,40271,3685
6,11,6,77748,6322
6,12,1,1186,108
6,12,2,7966,699
6,12,3,28396,2315
6,12,4,24938,2031
6,12,5,14082,871
6,13,1,13681,1288
6,13,2,26742,2542
6,13,3,17241,1936
6,13,4,21301,2283
6,13,5,17448,1520
6,13,6,18226,2118
6,14,1,82070,5619
6,14,2,62960,4581
6,14,3,84157,6132
6,14,4,63312,4232
6,14,5,95980,6909
6,14,6,103524,7314
6,15,1,71835,7069
6,15,2,30117,2929
6,15,5,25630,3795
6,15,6,48846,5885
6,16,2,1906,151
6,16,3,2961,110
6,16,4,2430,18
6,16,5,862,23
6,17,1,45697,3968
6,17,2,32556,2348
6,17,3,49644,3413
6,17,4,26307,2494
6,17,5,35618,3286
6,17,6,46190,3366
6,18,1,27458,1465
6,18,2,23444,1107
6,18,3,35459,1629
6,18,4,22335,1049
6,18,5,21427,1024
6,18,6,26091,1323
6,19,1,46539,3144
6,19,2,35723,2800
6,19,3,31388,2229
6,19,4,61405,3487
6,19,5,46679,2858
6,19,6,35611,2282
6,20,1,54896,4075
6,20,2,39488,3166
6,20,3,52438,3828
6,20,4,39037,2846
6,20,5,35691,2577
6,20,6,25532,2507
6,21,1,55216,3243
6,21,2,49256,2758
6,21,3,35676,2121
6,21,4,44924,3206
6,21,5,45001,2755
6,21,6,23496,1693
6,22,1,31365,1527
6,22,2,39555,1754
6,22,3,44375,1938
6,22,4,55417,2070
6,22,5,49261,1925
6,22,6,51215,2789
6,23,1,4348,153
6,23,3,8947,399
6,23,4,8214,408
6,23,5,12607,629
6,23,6,5263,288
6,24,1,23482,1574
6,24,2,12518,960
6,24,3,5327,268
6,24,4,5056,246
6,24,5,10015,454
6,24,6,27696,1296
6,25,1,9382,259
6,25,2,13246,477
6,25,3,7408,326
6,25,4,3676,384
6,25,5,12012,568
6,25,6,7816,471
6,26,1,110698,6870
6,26,2,90613,5500
6,26,3,78087,4663
6,26,4,102447,5719
6,26,5,88695,5025
6,26,6,94650,6162
6,27,1,65816,5021
6,27,2,76879,5627
6,27,3,73045,5223
6,27,4,79357,5283
6,27,5,50017,3879
6,27,6,70427,5469
6,28,4,12985,565
6,28,6,3109,98
6,29,1,27060,2033
6,29,2,12937,1005
6,29,3,38710,3024
6,29,4,62104,4899
6,29,5,32360,2034
6,29,6,31883,2379
6,30,1,35095,1219
6,30,2,48523,1711
6,30,3,71817,2658
6,30,4,62597,2090
6,30,5,37694,1305
6,30,6,35658,1403
6,31,1,21586,1139
6,31,2,17238,860
6,31,3,17948,754
6,31,4,20025,878
6,31,5,25335,1166
6,31,6,32045,1301
6,32,1,46896,4144
6,32,2,25766,2130
6,32,3,32514,2603
6,32,6,7339,643
6,33,1,13262,446
6,33,2,10193,410
6,33,3,16971,514
6,33,4,18033,730
6,33,5,15685,606
6,33,6,12646,550
6,34,1,53044,2168
6,34,2,21570,772
6,34,3,49947,1961
6,34,4,23501,1043
6,34,5,41101,1819
6,34,6,58511,2480
6,35,1,1223,82
6,35,2,2278,130
6,35,3,2022,69
6,35,4,3386,195
6,35,5,2643,89
6,35,6,1689,79
6,36,1,39419,1633
6,36,2,12045,491
6,36,3,24429,1103
6,36,4,24219,1090
6,36,5,43225,1953
6,36,6,33114,1676
6,37,1,69154,4619
6,37,2,28328,1810
6,37,3,79911,5435
6,37,4,102199,6914
6,37,5,93796,6319
6,37,6,104436,8023
6,38,1,20979,1507
6,38,2,30039,1830
6,38,3,33188,2343
6,38,4,26255,1443
6,38,5,24355,1271
6,38,6,24200,1509
6,39,1,77764,4575
6,39,2,90049,5311
6,39,3,61828,4180
6,39,4,42289,2485
6,39,5,48233,3121
6,39,6,51620,3432
6,40,3,2459,147
6,40,4,10918,718
6,40,5,12154,668
6,40,6,9920,634
7,1,1,36837,5963
7,1,2,35643,5288
7,1,3,33074,5044
7,1,4,37005,6109
7,1,5,36392,5558
7,1,6,31090,5327
7,2,1,70436,6126
7,2,2,42846,3720
7,2,3,92821,6856
7,2,4,21138,1869
7,2,5,69574,5423
7,2,6,46402,3772
7,3,1,64484,6414
7,3,2,31631,2728
7,3,3,52793,4765
7,3,4,50153,5447
7,3,5,53631,5919
7,3,6,65548,6825
7,4,1,42525,3890
7,4,2,31822,2982
7,4,3,35161,2791
7,4,4,41553,3406
7,4,5,43131,3207
7,4,6,51880,4523
7,5,1,5482,429
7,5,2,8605,613
7,5,3,2660,244
7,5,4,6011,397
7,5,5,5321,337
7,6,1,41782,6500
7,6,2,67004,11392
7,6,3,39996,6734
7,6,4,50327,8584
7,6,5,49025,8042
7,6,6,51030,8959
7,7,1,16462,1783
7,7,2,18759,1647
7,7,3,20394,1653
7,7,4,17756,1575
7,7,5,23549,1682
7,7,6,15878,1356
7,8,1,36827,3164
7,8,2,59761,4817
7,8,3,23582,1789
7,8,4,48316,3796
7,8,5,40248,3121
7,8,6,46146,3479
7,9,1,111309,9684
7,9,2,77207,6871
7,9,3,120689,10003
7,9,4,110293,8662
7,9,5,98488,8005
7,9,6,103106,8546
7,10,1,48966,6095
7,10,2,49176,5678
7,10,3,57243,6175
7,10,4,54743,5997
7,10,5,49170,5935
7,10,6,58619,6104
7,11,1,62523,5401
7,11,2,57860,4866
7,11,3,51704,4518
7,11,4,33683,3115
7,12,1,117925,7367
7,12,2,73887,4733
7,12,3,85016,5599
7,12,4,97627,6219
7,12,5,122640,7283
7,12,6,113166,6684
7,13,1,54235,3990
7,13,2,45003,3340
7,13,3,45027,3046
7,13,4,61483,4231
7,13,5,50052,3493
7,13,6,71922,4423
7,14,1,106151,7703
7,14,2,47924,3329
7,14,3,93653,6403
7,14,4,77811,5738
7,14,5,66033,5059
7,14,6,52333,3663
7,15,2,43146,3260
7,15,3,113933,8705
7,15,4,95632,8697
7,15,5,87189,7763
7,15,6,96740,8999
7,16,1,156170,14776
7,16,2,132878,13337
7,16,3,140286,13550
7,16,4,170147,14793
7,16,5,165927,14317
7,16,6,113105,11948
7,17,1,188715,12470
7,17,2,165733,10191
7,17,3,163490,9458
7,17,4,182090,10811
7,17,5,195859,12601
7,17,6,169248,11486
7,18,1,145789,8798
7,18,2,104628,6271
7,18,3,121373,6902
7,18,4,128286,6913
7,18,5,100801,5821
7,18,6,147619,9179
8,1,1,54785,7058
8,1,2,44728,5959
8,1,3,73596,9668
8,1,4,70332,8385
8,1,5,34004,6035
8,1,6,60993,7584
8,2,1,27091,4163
8,2,2,41646,6754
8,2,3,21712,3720
8,2,4,42808,8560
8,2,5,28977,5091
8,2,6,37852,5856
8,3,1,74096,13425
8,3,2,49907,10287
8,3,3,81160,15868
8,3,4,76842,12910
8,3,5,62571,11938
8,3,6,81702,14291
8,4,1,6981,768
8,4,2,6314,627
8,4,3,952,128
8,4,4,1387,124
8,4,5,2695,272
8,5,1,50249,8798
8,5,2,65424,10060
8,5,3,59144,10925
8,5,4,51528,9491
8,5,5,37478,9164
8,5,6,50016,10496
8,6,1,92849,12605
8,6,2,120707,15739
8,6,3,90468,12155
8,6,4,141607,19901
8,6,5,72077,11245
8,6,6,89814,12835
8,7,1,49657,5670
8,7,2,34130,3440
8,7,3,37278,4880
8,7,4,65060,8031
8,7,5,25692,2469
8,8,5,40450,2095
8,8,6,83101,5626
8,9,6,3168,355
9,1,1,1508,1021
9,1,2,1366,604
9,1,3,5234,1054
9,1,4,1982,677
9,1,5,761,386
9,1,6,1683,471
9,2,1,104754,3707
9,2,2,133696,4136
9,2,3,151082,5144
9,2,4,103230,3836
9,2,5,139135,4858
9,2,6,155174,7255
9,3,1,1070,945
9,3,2,825,1109
9,3,3,696,1178
9,3,4,1269,1063
9,3,5,1254,1422
9,3,6,1457,2233
9,4,1,5075,3043
9,4,2,2034,2049
9,4,3,3656,2495
9,4,4,3319,2964
9,4,5,2477,2274
9,4,6,2631,1728
9,5,1,48370,5435
9,5,2,26091,4304
9,5,3,19124,4691
9,5,4,23907,6212
9,5,5,32193,6271
9,5,6,16468,7221
9,6,1,4549,4013
9,6,2,5167,3584
9,6,3,3830,2947
9,6,4,5040,4092
9,6,5,4798,4436
9,6,6,7483,5708
9,7,1,31437,9429
9,7,2,28841,7963
9,7,3,34453,10030
9,7,4,36440,10082
9,7,5,33908,9541
9,7,6,39077,10505
9,8,1,7308,330
9,8,2,3239,183
9,8,3,6709,414
9,8,4,5148,267
9,8,5,6952,423
9,8,6,3509,182
9,9,1,5504,1009
9,9,2,6492,1157
9,9,3,6231,1243
9,9,4,9600,1062
9,9,5,16241,1637
9,9,6,12366,1667
9,10,1,1214,658
9,10,2,46,760
9,10,4,4,1016
9,11,1,241737,4269
9,11,2,165437,2876
9,11,3,186448,3343
9,11,4,220721,3755
9,11,5,236218,4504
9,11,6,219022,3999
9,12,1,627,1537
9,12,2,496,1230
9,12,3,439,1214
9,12,4,711,1389
9,12,5,459,1165
9,12,6,526,1144
9,13,1,55,646
9,13,2,1433,704
9,13,3,521,952
9,13,4,266,899
9,13,5,359,538
9,13,6,235,506
9,14,1,186,1466
9,14,2,152,2017
9,14,3,474,1800
9,14,4,494,1810
9,14,5,766,1548
9,14,6,1443,1570
9,15,1,8660,1655
9,15,2,11104,2047
9,15,3,18240,3068
9,15,4,14087,3180
9,15,5,14510,3111
